iter	Logloss
210	0.4753806043
211	0.475070227
212	0.4741393872
213	0.4739724821
214	0.4738141755
215	0.4734673743
216	0.4733193494
217	0.4729533704
218	0.4724072461
219	0.4722566432
220	0.4719926382
221	0.4716849104
222	0.4714011722
223	0.4711369609
224	0.4708314642
225	0.4706556204
226	0.4704167883
227	0.4702325125
228	0.4700482043
229	0.4698587864
230	0.4696770063
231	0.469273265
232	0.4691245913
233	0.4689409014
234	0.4687975603
235	0.4684576512
236	0.4683545153
237	0.4682019671
238	0.4679764448
239	0.4678820209
240	0.4677675258
241	0.4675414886
242	0.4673149998
243	0.4671529015
244	0.4663273069
245	0.4650270566
246	0.4648525678
247	0.4647138148
248	0.4643171293
249	0.4642423476
250	0.4640863564
251	0.4639190234
252	0.4637427151
253	0.4635275851
254	0.4631404657
255	0.462927188
256	0.4628426426
257	0.4627051056
258	0.4618231665
259	0.4616239048
260	0.4615513611
261	0.4609372798
262	0.4608606
263	0.4607511992
264	0.4606579488
265	0.4603993091
266	0.4603222717
267	0.4602518292
268	0.4600909487
269	0.4598458954
270	0.4596692457
271	0.4594249192
272	0.4592850447
273	0.4592396817
274	0.459144348
275	0.4588026142
276	0.4586947124
277	0.4584470681
278	0.4581331854
279	0.4578386422
280	0.4574846149
281	0.4573077927
282	0.4570263121
283	0.4569532737
284	0.4564025456
285	0.4562971182
286	0.4561036956
287	0.455531454
288	0.455331699
289	0.4550353901
290	0.454784842
291	0.4541376472
292	0.4539676334
293	0.4534274613
294	0.453328583
295	0.4531949759
296	0.4531250476
297	0.4529388868
298	0.4528192444
299	0.4527445735
300	0.4526065463
301	0.452470118
302	0.4522207239
303	0.4520578408
304	0.4518685221
305	0.4517488536
306	0.4516349747
307	0.4515375215
308	0.451344234
309	0.450815841
310	0.4506981216
311	0.4506441092
312	0.4504152782
313	0.4495384062
314	0.4487723174
315	0.4486014168
316	0.4484117797
317	0.4482998304
318	0.4481747526
319	0.4480062967
320	0.4479258843
321	0.4478384669
322	0.4476244594
323	0.4475592498
324	0.4474356854
325	0.4472888446
326	0.4470842956
327	0.446928096
328	0.4468219374
329	0.446580802
330	0.4463521029
331	0.445580531
332	0.4447013095
333	0.4444286116
334	0.444349911
335	0.4439952548
336	0.4439236885
337	0.4438034257
338	0.4436520198
339	0.4432135777
340	0.4430883171
341	0.4429864805
342	0.4428839937
343	0.4425285973
344	0.4423501423
345	0.4422142416
346	0.4420443259
347	0.4419408989
348	0.44175348
349	0.4415813739
350	0.4415093937
351	0.4414429983
352	0.441365108
353	0.4412601608
354	0.4411676859
355	0.4410812553
356	0.4409426571
357	0.4408632544
358	0.4407269809
359	0.4405625812
360	0.4402520673
361	0.4400215959
362	0.4398549601
363	0.4397128155
364	0.439589787
365	0.4393877924
366	0.4390715929
367	0.4389778475
368	0.4388089228
369	0.4386949353
370	0.4385766157
371	0.438511198
372	0.4384256593
373	0.4378101665
374	0.4376906349
375	0.4374532735
376	0.4373331836
377	0.4370353532
378	0.4363333258
379	0.4361063124
380	0.4358857223
381	0.4357532608
382	0.4356798039
383	0.435468946
384	0.4354094728
385	0.4351964829
386	0.4351410106
387	0.4348641042
388	0.4345175107
389	0.4344264106
390	0.4343542594
391	0.4341870028
392	0.434120038
393	0.4338819718
394	0.4337766121
395	0.4335872002
396	0.4335012278
397	0.4332301836
398	0.4331471829
399	0.4330542613
400	0.4327873548
401	0.432715005
402	0.4325793268
403	0.4325042658
404	0.4324119944
405	0.4323234005
406	0.4320784476
407	0.4319057085
408	0.4317089577
409	0.4316591951
410	0.4314981276
411	0.4314261182
412	0.4312574302
413	0.431148796
414	0.4310430592
415	0.4309628744
416	0.4307260369
417	0.4306495888
418	0.4305976146
419	0.4304737793
420	0.4303812954
421	0.430268164
422	0.4302318309
423	0.4301491354
424	0.4299979259
425	0.4299174721
426	0.4298444611
427	0.42920096
428	0.428719229
429	0.4284854944
430	0.4284084728
431	0.4282503596
432	0.4281597372
433	0.4280202298
434	0.4279295972
435	0.4275539871
436	0.4273913519
437	0.427236947
438	0.4271749322
439	0.4271101766
440	0.4270104947
441	0.426858601
442	0.4263421251
443	0.4262169791
444	0.425595575
445	0.4254691759
446	0.4253544653
447	0.4252781846
448	0.4251419447
449	0.4245405505
450	0.424472128
451	0.4243587479
452	0.4242560494
453	0.4241087243
454	0.4240111152
455	0.4234532491
456	0.4233678626
457	0.4232979659
458	0.4232062115
459	0.4230743181
460	0.422984076
461	0.4228715053
462	0.422603797
463	0.4224997538
464	0.4222513852
465	0.4221536475
466	0.4217861479
467	0.4217149642
468	0.4216327616
469	0.4215038672
470	0.4213364989
471	0.4211690508
472	0.4211263707
473	0.4210363735
474	0.4208907767
475	0.4207709075
476	0.4207166475
477	0.4205999965
478	0.4205383897
479	0.4204881214
480	0.4203592118
481	0.4203245271
482	0.4200532038
483	0.4198699376
484	0.4195736957
485	0.4195121605
486	0.4194134898
487	0.419363408
488	0.4193015111
489	0.4192072972
490	0.4190534323
491	0.4189781787
492	0.41886975
493	0.4187943755
494	0.4187362781
495	0.4186308864
496	0.4185656093
497	0.4184144772
498	0.4183408644
499	0.4181202863
500	0.418023233
501	0.417790759
502	0.4177128024
503	0.4175980389
504	0.4175325356
505	0.4174475135
506	0.4172830826
507	0.4172281698
508	0.4171326432
509	0.4167795318
510	0.4166958466
511	0.4165868992
512	0.4164997195
513	0.4164438064
514	0.4163463769
515	0.4162007992
516	0.4160658833
517	0.4159088043
518	0.4155329656
519	0.4153896988
520	0.4152967712
521	0.4152571457
522	0.4151798577
523	0.4148139504
524	0.4146923198
525	0.4145652755
526	0.4138525313
527	0.4135697285
528	0.4134218097
529	0.4133367537
530	0.4132770628
531	0.4131792042
532	0.4131225946
533	0.4130242261
534	0.4129569207
535	0.41285315
536	0.4126527371
537	0.4125861964
538	0.412515987
539	0.4117716098
540	0.411668152
541	0.411562492
542	0.4114478848
543	0.4113748739
544	0.4112796383
545	0.4111701882
546	0.4109869817
547	0.4108406924
548	0.4107388876
549	0.4106735468
550	0.4106037901
551	0.4105091953
552	0.4103664484
553	0.4102462666
554	0.4100537977
555	0.4099408553
556	0.4098737376
557	0.4097095623
558	0.4095317039
559	0.4092779757
560	0.4086926059
561	0.4086158099
562	0.4085186708
563	0.4084588449
564	0.4083513584
565	0.4082971894
566	0.4081753053
567	0.4080545911
568	0.4080021863
569	0.4078694839
570	0.4078231037
571	0.40778098
572	0.4077430864
573	0.4076585305
574	0.4075595109
575	0.4074094701
576	0.4072471619
577	0.4071511132
578	0.407002783
579	0.40687744
580	0.4065377434
581	0.4064050031
582	0.4061162601
583	0.405933816
584	0.4058437784
585	0.4057590127
586	0.4056167215
587	0.4055331598
588	0.40544536
589	0.4053670967
590	0.4052026354
591	0.4050236215
592	0.404971836
593	0.404887537
594	0.4048247035
595	0.4047437757
596	0.404672689
597	0.4045616339
598	0.4042228127
599	0.4041208557
600	0.4039776919
601	0.4036142836
602	0.4033577671
603	0.4032466926
604	0.4031631726
605	0.4030260501
606	0.4028845516
607	0.4027639414
608	0.402683223
609	0.4026266384
610	0.4025109644
611	0.4022493293
612	0.4022046087
613	0.4020945893
614	0.4019660665
615	0.401801607
616	0.401716124
617	0.4014719907
618	0.4013938793
619	0.401326287
620	0.4012462259
621	0.4010526545
622	0.400890516
623	0.4007942117
624	0.4006926239
625	0.4005747409
626	0.4005383826
627	0.4004492481
628	0.4003681365
629	0.3999927486
630	0.3999188803
631	0.399822567
632	0.3996666463
633	0.3995769552
634	0.3993814205
635	0.3986425053
636	0.3985215913
637	0.3984602086
638	0.3981827598
639	0.3980017447
640	0.3979026641
641	0.3976865124
642	0.3976369328
643	0.3975065079
644	0.3974243479
645	0.3973284475
646	0.3972258726
647	0.3970461222
648	0.3965396351
649	0.3964789187
650	0.3963757896
651	0.396293448
652	0.3962364906
653	0.3960929375
654	0.3958853606
655	0.3957377926
656	0.3956619737
657	0.3955934647
658	0.3955522632
659	0.3954848963
660	0.3953733463
661	0.3952601699
662	0.3951682099
663	0.3950476227
664	0.3949320493
665	0.3948340975
666	0.394526903
667	0.3940714819
668	0.3939521425
669	0.3938690077
670	0.393826414
671	0.3937737145
672	0.3936875486
673	0.3935941526
674	0.3935048277
675	0.3933218135
676	0.3932277661
677	0.3931056787
678	0.393011082
679	0.3928943904
680	0.3928431421
681	0.3927653331
682	0.3926121652
683	0.3925007539
684	0.392432769
685	0.3923628846
686	0.3916633232
687	0.3915637824
688	0.3915128519
689	0.3913235013
690	0.3912688326
691	0.3911632314
692	0.3910485262
693	0.3909821738
694	0.3908907582
695	0.3908079939
696	0.3905185306
697	0.3904318831
698	0.3903097847
699	0.390231393
700	0.390117457
701	0.390004503
702	0.3899386273
703	0.3898808827
704	0.3897462376
705	0.3896089016
706	0.3895208388
707	0.3894549324
708	0.3893742582
709	0.3893293119
710	0.3892390469
711	0.3891893206
712	0.3890680504
713	0.3890214579
714	0.3889849261
715	0.3888249015
716	0.3887281721
717	0.3886884285
718	0.3886003613
719	0.3885195697
720	0.387848925
721	0.3877526278
722	0.387339226
723	0.3872802046
724	0.3871501582
725	0.3870223299
726	0.3869395876
727	0.3868775201
728	0.386716509
729	0.3865499418
730	0.3864703725
731	0.3863754951
732	0.3862912021
733	0.3862018967
734	0.3857798016
735	0.3856754083
736	0.385566376
737	0.385449938
738	0.3853761015
739	0.3852674181
740	0.3852000847
741	0.3850986621
742	0.3844903255
743	0.3844288969
744	0.3843513801
745	0.3843086845
746	0.3842488532
747	0.384143381
748	0.3840831204
749	0.3837588675
750	0.383652266
751	0.3833123766
752	0.3831725447
753	0.3831087194
754	0.3829743882
755	0.3828944383
756	0.3828060828
757	0.3825252514
758	0.3822141196
759	0.3821091006
760	0.3819584024
761	0.3818913773
762	0.3818527787
763	0.3815918764
764	0.3814555525
765	0.3813552302
766	0.3812196941
767	0.3811699036
768	0.3810903832
769	0.3809653859
770	0.3808621422
771	0.3807577597
772	0.3806952222
773	0.3805827508
774	0.3804574462
775	0.3802511847
776	0.3801461436
777	0.3797335145
778	0.3792611838
779	0.3791286465
780	0.3790765678
781	0.3789972749
782	0.3789498209
783	0.378812031
784	0.3787559254
785	0.3786748799
786	0.3784528815
787	0.3783157844
788	0.3780931375
789	0.3779807475
790	0.3774394
791	0.3771526719
792	0.3770545847
793	0.3768165184
794	0.3766985336
795	0.3762853371
796	0.3761494456
797	0.3760336046
798	0.3759703734
799	0.3758740947
800	0.3753361276
801	0.3752676928
802	0.3751720213
803	0.3751013278
804	0.3749920533
805	0.3748999235
806	0.3748146495
807	0.3747076327
808	0.3746190629
809	0.3745003171
810	0.3744495551
811	0.37428728
812	0.3742149469
813	0.3741620449
814	0.3740800704
815	0.3739990333
816	0.3739212037
817	0.3738457542
818	0.3737640854
819	0.3737000054
820	0.3736356576
821	0.373589353
822	0.3735380081
823	0.3734492223
824	0.3733799182
825	0.3733046643
826	0.3732194204
827	0.3730353866
828	0.3729661297
829	0.3729103681
830	0.3728097847
831	0.3727550173
832	0.3726604235
833	0.372599602
834	0.3724886824
835	0.3724183813
836	0.372276143
837	0.3721721032
838	0.3719054927
839	0.371811422
840	0.3717269037
841	0.3716831135
842	0.371077392
843	0.3708202674
844	0.3707348371
845	0.3705978332
846	0.3701344792
847	0.369944835
848	0.3695966351
849	0.3693444876
850	0.3692263632
851	0.3691039267
852	0.3688737025
853	0.3684037093
854	0.3683158672
855	0.368226091
856	0.3681585675
857	0.3680901603
858	0.3678503883
859	0.3677671365
860	0.3677237803
861	0.3676164215
862	0.3675414402
863	0.3672728402
864	0.367145697
865	0.3670987428
866	0.367037756
867	0.3669343838
868	0.3668504484
869	0.3666290762
870	0.3665375049
871	0.3664740517
872	0.3664060951
873	0.3663131641
874	0.3662317548
875	0.3661433241
876	0.36606797
877	0.3659280355
878	0.3658478603
879	0.3657730759
880	0.3654003451
881	0.3652618335
882	0.3651780184
883	0.3650722301
884	0.3649517601
885	0.3648211752
886	0.3647488333
887	0.3646756887
888	0.3645012977
889	0.3644247815
890	0.3643714692
891	0.3638549754
892	0.3634706051
893	0.3633862573
894	0.3633132218
895	0.363212161
896	0.3630832924
897	0.3629766506
898	0.3624713968
899	0.3624288192
900	0.3623433612
901	0.3622364015
902	0.3620786586
903	0.3619761092
904	0.361875742
905	0.3615093859
906	0.3614063863
907	0.3612759693
908	0.3611814361
909	0.3610928126
910	0.3610021667
911	0.3609151688
912	0.3604634671
913	0.3603926766
914	0.3602814047
915	0.359824012
916	0.3597343381
917	0.3596430855
918	0.3593257634
919	0.3591974463
920	0.3591066363
921	0.3589925749
922	0.3589120021
923	0.3588316506
924	0.3587014394
925	0.3585906394
926	0.3584003147
927	0.3582912806
928	0.3581660356
929	0.3580456319
930	0.3579555154
931	0.357824377
932	0.3576809569
933	0.357559002
934	0.3574954996
935	0.3574260759
936	0.3573295676
937	0.357246038
938	0.3568742239
939	0.3567311024
940	0.3566358447
941	0.3565486375
942	0.3564372693
943	0.3562628027
944	0.356139597
945	0.3560468501
946	0.3559038338
947	0.3557889194
948	0.3556548043
949	0.3555956022
950	0.3554777214
951	0.35538771
952	0.3553093433
953	0.3552093673
954	0.3550701729
955	0.3549206899
956	0.3548399805
957	0.3547242104
958	0.3546478318
959	0.3545290568
960	0.3544521213
961	0.3542559404
962	0.3541323071
963	0.3539366348
964	0.3538420996
965	0.3534083632
966	0.3532919011
967	0.353221847
968	0.3531434191
969	0.3530185861
970	0.3529250999
971	0.3527828014
972	0.3526823229
973	0.352606848
974	0.3525203041
975	0.3524415996
976	0.3523424366
977	0.3522354071
978	0.3521677693
979	0.3520711224
980	0.3516868626
981	0.3515815509
982	0.3515170348
983	0.3514328059
984	0.3513231623
985	0.3512443535
986	0.3511585363
987	0.3510933018
988	0.3509935164
989	0.3509389462
990	0.3508393558
991	0.3507558139
992	0.3506616937
993	0.3505597248
994	0.3504990419
995	0.3503936444
996	0.3503195961
997	0.350140213
998	0.3500244682
999	0.3499032208
