iter	Passed	Remaining
233	691	2263
234	694	2259
235	696	2255
236	699	2251
237	702	2247
238	704	2243
239	707	2239
240	709	2235
241	712	2230
242	714	2227
243	717	2223
244	720	2219
245	722	2215
246	725	2211
247	728	2207
248	730	2203
249	733	2200
250	735	2196
251	738	2191
252	741	2188
253	744	2185
254	746	2181
255	749	2177
256	751	2173
257	754	2169
258	757	2165
259	759	2162
260	762	2158
261	764	2154
262	767	2150
263	770	2146
264	772	2143
265	775	2139
266	778	2135
267	780	2132
268	783	2128
269	785	2124
270	789	2123
271	792	2119
272	795	2117
273	797	2113
274	800	2110
275	803	2107
276	806	2105
277	809	2103
278	812	2099
279	815	2096
280	817	2092
281	820	2089
282	823	2085
283	825	2082
284	828	2078
285	831	2074
286	833	2071
287	836	2067
288	838	2063
289	841	2060
290	844	2057
291	847	2053
292	849	2050
293	852	2046
294	854	2042
295	857	2039
296	860	2036
297	862	2032
298	865	2028
299	867	2025
300	870	2021
301	873	2018
302	875	2014
303	878	2011
304	881	2007
305	883	2003
306	885	1999
307	888	1996
308	891	1993
309	893	1989
310	896	1986
311	899	1982
312	901	1978
313	904	1975
314	906	1971
315	909	1968
316	912	1966
317	915	1962
318	917	1959
319	920	1956
320	923	1953
321	926	1950
322	928	1946
323	931	1943
324	933	1939
325	936	1936
326	939	1933
327	941	1929
328	944	1926
329	947	1923
330	949	1919
331	952	1917
332	955	1914
333	958	1911
334	961	1907
335	963	1904
336	966	1901
337	969	1899
338	972	1896
339	975	1893
340	978	1890
341	981	1887
342	986	1889
343	989	1886
344	992	1884
345	995	1882
346	999	1880
347	1003	1880
348	1007	1879
349	1011	1878
350	1014	1875
351	1018	1874
352	1021	1872
353	1024	1869
354	1027	1866
355	1030	1863
356	1033	1862
357	1036	1858
358	1039	1855
359	1041	1852
360	1044	1848
361	1047	1846
362	1050	1843
363	1052	1839
364	1055	1836
365	1058	1833
366	1060	1829
367	1063	1826
368	1066	1823
369	1068	1820
370	1071	1816
371	1074	1813
372	1076	1810
373	1079	1807
374	1082	1804
375	1085	1800
376	1087	1797
377	1090	1794
378	1093	1791
379	1096	1788
380	1098	1785
381	1101	1781
382	1104	1778
383	1106	1775
384	1109	1772
385	1112	1769
386	1115	1766
387	1117	1762
388	1120	1759
389	1123	1756
390	1125	1753
391	1128	1750
392	1131	1747
393	1133	1744
394	1136	1741
395	1139	1737
396	1142	1734
397	1144	1731
398	1147	1728
399	1150	1725
400	1152	1722
401	1155	1718
402	1158	1716
403	1161	1713
404	1163	1709
405	1166	1706
406	1169	1703
407	1171	1700
408	1174	1697
409	1177	1694
410	1179	1690
411	1182	1688
412	1186	1685
413	1188	1682
414	1191	1680
415	1194	1677
416	1197	1674
417	1200	1671
418	1202	1667
419	1206	1665
420	1209	1662
421	1211	1659
422	1215	1657
423	1218	1654
424	1221	1651
425	1223	1648
426	1226	1645
427	1228	1642
428	1231	1639
429	1234	1635
430	1237	1633
431	1239	1630
432	1242	1627
433	1245	1624
434	1247	1620
435	1250	1617
436	1253	1614
437	1256	1611
438	1258	1608
439	1261	1605
440	1263	1601
441	1266	1598
442	1269	1595
443	1271	1592
444	1274	1589
445	1276	1586
446	1279	1582
447	1282	1579
448	1285	1577
449	1288	1574
450	1290	1571
451	1293	1567
452	1295	1564
453	1298	1561
454	1301	1558
455	1303	1555
456	1306	1551
457	1308	1548
458	1311	1545
459	1313	1542
460	1316	1539
461	1319	1536
462	1321	1533
463	1324	1529
464	1326	1526
465	1329	1523
466	1331	1520
467	1334	1517
468	1337	1513
469	1339	1510
470	1342	1507
471	1345	1504
472	1347	1501
473	1350	1498
474	1352	1495
475	1355	1492
476	1358	1488
477	1360	1485
478	1363	1482
479	1365	1479
480	1368	1476
481	1370	1473
482	1373	1470
483	1376	1467
484	1379	1465
485	1382	1462
486	1385	1459
487	1387	1456
488	1390	1453
489	1393	1450
490	1396	1447
491	1399	1444
492	1402	1441
493	1405	1439
494	1408	1436
495	1411	1434
496	1414	1431
497	1416	1428
498	1419	1424
499	1421	1421
500	1424	1418
501	1427	1416
502	1430	1413
503	1432	1410
504	1435	1407
505	1438	1404
506	1440	1401
507	1443	1398
508	1446	1394
509	1448	1391
510	1451	1388
511	1454	1385
512	1456	1382
513	1459	1380
514	1462	1377
515	1464	1374
516	1467	1370
517	1470	1367
518	1472	1364
519	1475	1361
520	1478	1358
521	1480	1355
522	1483	1352
523	1485	1349
524	1488	1347
525	1491	1344
526	1494	1341
527	1497	1338
528	1499	1335
529	1503	1332
530	1505	1330
531	1508	1327
532	1511	1324
533	1514	1321
534	1516	1318
535	1519	1315
536	1522	1312
537	1525	1309
538	1528	1306
539	1530	1304
540	1533	1301
541	1536	1298
542	1539	1295
543	1542	1292
544	1544	1289
545	1550	1289
546	1555	1287
547	1557	1284
548	1560	1281
549	1563	1279
550	1565	1276
551	1568	1273
552	1572	1271
553	1575	1268
554	1578	1265
555	1580	1262
556	1583	1259
557	1586	1256
558	1589	1253
559	1592	1250
560	1594	1248
561	1597	1245
562	1600	1242
563	1603	1239
564	1606	1236
565	1609	1234
566	1612	1231
567	1615	1228
568	1619	1226
569	1621	1223
570	1624	1220
571	1627	1217
572	1630	1214
573	1633	1212
574	1636	1209
575	1638	1206
576	1641	1203
577	1643	1200
578	1646	1197
579	1650	1194
580	1652	1192
581	1655	1189
582	1658	1186
583	1660	1183
584	1663	1180
585	1666	1177
586	1669	1174
587	1672	1171
588	1674	1168
589	1677	1165
590	1680	1162
591	1683	1160
592	1686	1157
593	1688	1154
594	1691	1151
595	1693	1148
596	1697	1145
597	1699	1142
598	1702	1139
599	1705	1136
600	1707	1133
601	1710	1130
602	1713	1128
603	1716	1125
604	1719	1122
605	1721	1119
606	1724	1116
607	1727	1113
608	1730	1110
609	1732	1107
610	1735	1104
611	1738	1102
612	1740	1099
613	1743	1096
614	1746	1093
615	1749	1090
616	1751	1087
617	1754	1084
618	1757	1081
619	1760	1078
620	1762	1075
621	1765	1072
622	1768	1070
623	1771	1067
624	1774	1064
625	1776	1061
626	1779	1058
627	1782	1055
628	1784	1052
629	1787	1049
630	1790	1047
631	1793	1044
632	1795	1041
633	1798	1038
634	1801	1035
635	1804	1032
636	1807	1030
637	1810	1027
638	1813	1024
639	1815	1021
640	1818	1018
641	1820	1015
642	1824	1012
643	1826	1009
644	1829	1006
645	1832	1003
646	1834	1001
647	1837	998
648	1840	995
649	1842	992
650	1845	989
651	1848	986
652	1850	983
653	1853	980
654	1856	977
655	1858	974
656	1861	971
657	1864	968
658	1867	966
659	1870	963
660	1872	960
661	1875	957
662	1877	954
663	1880	951
664	1883	948
665	1886	945
666	1888	943
667	1891	940
668	1894	937
669	1896	934
670	1899	931
671	1902	928
672	1905	925
673	1908	922
674	1910	920
675	1913	917
676	1916	914
677	1919	911
678	1921	908
679	1924	905
680	1927	902
681	1929	899
682	1932	897
683	1935	894
684	1938	891
685	1941	888
686	1943	885
687	1946	882
688	1949	880
689	1953	877
690	1955	874
691	1958	871
692	1961	868
693	1963	865
694	1967	863
695	1969	860
696	1972	857
697	1975	854
698	1977	851
699	1980	848
700	1983	845
701	1985	843
702	1988	840
703	1991	837
704	1993	834
705	1997	831
706	1999	828
707	2002	825
708	2005	823
709	2007	820
710	2011	817
711	2014	814
712	2017	812
713	2019	809
714	2022	806
715	2025	803
716	2028	800
717	2030	797
718	2033	794
719	2035	791
720	2038	788
721	2040	785
722	2044	783
723	2046	780
724	2049	777
725	2051	774
726	2054	771
727	2056	768
728	2059	765
729	2062	762
730	2065	759
731	2067	757
732	2070	754
733	2072	751
734	2075	748
735	2078	745
736	2081	742
737	2083	739
738	2086	736
739	2088	733
740	2091	731
741	2094	728
742	2097	725
743	2099	722
744	2102	719
745	2104	716
746	2107	713
747	2110	710
748	2112	708
749	2115	705
750	2117	702
751	2120	699
752	2123	696
753	2125	693
754	2128	690
755	2130	687
756	2133	684
757	2136	681
758	2138	679
759	2141	676
760	2143	673
761	2146	670
762	2149	667
763	2151	664
764	2154	661
765	2156	658
766	2159	656
767	2162	653
768	2164	650
769	2168	647
770	2171	644
771	2173	641
772	2176	639
773	2179	636
774	2181	633
775	2185	630
776	2188	627
777	2190	625
778	2193	622
779	2196	619
780	2199	616
781	2202	613
782	2205	611
783	2208	608
784	2211	605
785	2213	602
786	2216	599
787	2219	597
788	2222	594
789	2224	591
790	2227	588
791	2230	585
792	2233	582
793	2235	580
794	2238	577
795	2241	574
796	2243	571
797	2246	568
798	2249	565
799	2251	562
800	2254	560
801	2257	557
802	2259	554
803	2262	551
804	2265	548
805	2267	545
806	2270	542
807	2272	540
808	2275	537
809	2278	534
810	2280	531
811	2283	528
812	2286	525
813	2288	522
814	2291	520
815	2294	517
816	2296	514
817	2299	511
818	2302	508
819	2304	505
820	2307	503
821	2309	500
822	2312	497
823	2315	494
824	2317	491
825	2320	488
826	2323	485
827	2325	483
828	2328	480
829	2330	477
830	2333	474
831	2336	471
832	2338	468
833	2341	466
834	2344	463
835	2346	460
836	2349	457
837	2352	454
838	2354	451
839	2357	449
840	2360	446
841	2362	443
842	2365	440
843	2368	437
844	2371	435
845	2374	432
846	2377	429
847	2380	426
848	2383	423
849	2385	421
850	2388	418
851	2391	415
852	2394	412
853	2397	409
854	2399	407
855	2402	404
856	2405	401
857	2408	398
858	2411	395
859	2414	393
860	2417	390
861	2419	387
862	2423	384
863	2425	381
864	2428	378
865	2430	376
866	2433	373
867	2436	370
868	2439	367
869	2441	364
870	2444	362
871	2447	359
872	2449	356
873	2452	353
874	2455	350
875	2457	347
876	2460	345
877	2463	342
878	2465	339
879	2468	336
880	2471	333
881	2473	330
882	2476	328
883	2478	325
884	2481	322
885	2484	319
886	2486	316
887	2489	313
888	2492	311
889	2494	308
890	2497	305
891	2500	302
892	2503	299
893	2505	297
894	2508	294
895	2510	291
896	2513	288
897	2516	285
898	2519	283
899	2521	280
900	2524	277
901	2527	274
902	2529	271
903	2532	268
904	2534	266
905	2537	263
906	2540	260
907	2543	257
908	2545	254
909	2548	252
910	2551	249
911	2553	246
912	2556	243
913	2559	240
914	2562	238
915	2565	235
916	2568	232
917	2570	229
918	2573	226
919	2576	224
920	2578	221
921	2581	218
922	2584	215
923	2586	212
924	2589	209
925	2592	207
926	2595	204
927	2598	201
928	2601	198
929	2603	195
930	2606	193
931	2609	190
932	2612	187
933	2615	184
934	2617	181
935	2620	179
936	2623	176
937	2626	173
938	2628	170
939	2631	167
940	2633	165
941	2636	162
942	2638	159
943	2641	156
944	2644	153
945	2646	151
946	2649	148
947	2651	145
948	2654	142
949	2657	139
950	2659	137
951	2662	134
952	2664	131
953	2667	128
954	2670	125
955	2672	123
956	2675	120
957	2677	117
958	2680	114
959	2682	111
960	2685	108
961	2688	106
962	2690	103
963	2693	100
964	2695	97
965	2698	94
966	2700	92
967	2703	89
968	2706	86
969	2708	83
970	2711	80
971	2714	78
972	2716	75
973	2719	72
974	2721	69
975	2724	66
976	2726	64
977	2729	61
978	2732	58
979	2734	55
980	2737	53
981	2739	50
982	2742	47
983	2744	44
984	2747	41
985	2750	39
986	2752	36
987	2755	33
988	2758	30
989	2760	27
990	2764	25
991	2766	22
992	2769	19
993	2772	16
994	2775	13
995	2777	11
996	2780	8
997	2783	5
998	2786	2
999	2789	0
