iter	Logloss
252	0.3145026922
253	0.3137210809
254	0.3130596488
255	0.312481676
256	0.3119855998
257	0.3112553124
258	0.3107606759
259	0.3100778318
260	0.3097549011
261	0.3091351065
262	0.3086393147
263	0.3080442753
264	0.307478165
265	0.307028217
266	0.3060885625
267	0.3053350173
268	0.3046496948
269	0.3037825134
270	0.3029706877
271	0.302512735
272	0.3020580012
273	0.301588694
274	0.3010309281
275	0.3005568492
276	0.3000392947
277	0.299421452
278	0.2989403387
279	0.2984807483
280	0.2978128772
281	0.2972195312
282	0.2964526
283	0.2958127891
284	0.2953568433
285	0.2949953928
286	0.2943076603
287	0.2937750071
288	0.2932260809
289	0.2927367932
290	0.2918440319
291	0.2913107998
292	0.2908539459
293	0.2900364674
294	0.2894953801
295	0.2890754633
296	0.288347372
297	0.2877793316
298	0.2874927977
299	0.2867508145
300	0.2862728779
301	0.2858048301
302	0.2854895487
303	0.2847959985
304	0.2843399449
305	0.2838708895
306	0.2833050553
307	0.2826730541
308	0.2822023624
309	0.281702298
310	0.2813304147
311	0.2808906454
312	0.2802063358
313	0.2796925901
314	0.2790136683
315	0.2786463095
316	0.2781375478
317	0.2776668599
318	0.2770800522
319	0.2763771285
320	0.2756841906
321	0.2752665944
322	0.2748653062
323	0.2743566635
324	0.2739467406
325	0.273352275
326	0.2729040268
327	0.2724136698
328	0.2719970276
329	0.2715212203
330	0.2708227373
331	0.2703559352
332	0.2697093917
333	0.2691079452
334	0.2687840691
335	0.2681717684
336	0.2676396466
337	0.2671094988
338	0.2668267177
339	0.2662955936
340	0.2658191872
341	0.2653445919
342	0.2648488291
343	0.2643156983
344	0.263725276
345	0.2633118625
346	0.2629330363
347	0.262459809
348	0.2618634953
349	0.2614853231
350	0.2611557736
351	0.2606320146
352	0.260076425
353	0.2596810526
354	0.2592708374
355	0.2589597003
356	0.2582724816
357	0.2577904247
358	0.2572937675
359	0.2568173576
360	0.2564723228
361	0.2560546158
362	0.2559104141
363	0.255215926
364	0.2547732146
365	0.2543332823
366	0.2537553259
367	0.2533470859
368	0.2528668842
369	0.2524879974
370	0.2519939038
371	0.2518730686
372	0.2515147069
373	0.2511143231
374	0.250699512
375	0.250205392
376	0.2497942949
377	0.2493869647
378	0.2491413046
379	0.248626652
380	0.2483455642
381	0.2478931552
382	0.2475901669
383	0.2470636876
384	0.2467628461
385	0.2463004524
386	0.2459609375
387	0.2455110046
388	0.2451482927
389	0.2446619511
390	0.2443492265
391	0.2439009514
392	0.243467324
393	0.2431480017
394	0.242844816
395	0.242506965
396	0.2421693992
397	0.2417985226
398	0.2414206576
399	0.2408848931
400	0.2405440441
401	0.2400555756
402	0.2398502614
403	0.2393029572
404	0.2388102923
405	0.2382465193
406	0.2377061711
407	0.2373949973
408	0.2370362779
409	0.2364437999
410	0.2360810028
411	0.2358866508
412	0.2354151555
413	0.2350553828
414	0.2347376491
415	0.23437875
416	0.2339538926
417	0.2335096095
418	0.2333106391
419	0.2330896127
420	0.2327740033
421	0.2324665747
422	0.2318735783
423	0.2314343582
424	0.2310922859
425	0.2306689743
426	0.2302706394
427	0.2300289253
428	0.2297665184
429	0.2292397764
430	0.2287830081
431	0.228321414
432	0.2280380431
433	0.2275734628
434	0.2272896054
435	0.2269280117
436	0.2265734251
437	0.2261060114
438	0.2258456523
439	0.2257307767
440	0.2253774714
441	0.2251237805
442	0.2248772082
443	0.2245247963
444	0.2239699507
445	0.2236299958
446	0.2231332805
447	0.2227193822
448	0.2224535625
449	0.2221374879
450	0.2218869232
451	0.2215693308
452	0.2213395064
453	0.2208658382
454	0.2205229981
455	0.2201815942
456	0.2197207192
457	0.2193708821
458	0.2190054717
459	0.2187035379
460	0.2182412447
461	0.2177416147
462	0.2174374075
463	0.2170737029
464	0.2167481164
465	0.2165120679
466	0.2161204975
467	0.215745634
468	0.2153733113
469	0.2151223596
470	0.2150087409
471	0.2148174426
472	0.2144167045
473	0.2141418257
474	0.2139116404
475	0.213570101
476	0.2133798131
477	0.2130491274
478	0.2127774434
479	0.2125335726
480	0.2122038471
481	0.2118571568
482	0.211416419
483	0.2111293462
484	0.2108774685
485	0.2105562236
486	0.2101998561
487	0.209861157
488	0.2094178692
489	0.2090523458
490	0.2087642493
491	0.2085410264
492	0.2083886569
493	0.2080862091
494	0.2077188034
495	0.2073835445
496	0.20708882
497	0.2067073871
498	0.2062957173
499	0.2060803778
500	0.2057390525
501	0.2054677204
502	0.2053132742
503	0.2049878767
504	0.2044500454
505	0.2041664079
506	0.2039132044
507	0.2035231447
508	0.2031986481
509	0.2028169219
510	0.2025192216
511	0.2022939432
512	0.2020280429
513	0.2018307475
514	0.2016686558
515	0.2013655206
516	0.2011713262
517	0.200892144
518	0.2007468242
519	0.2005587864
520	0.2002567951
521	0.1998978047
522	0.1994585921
523	0.1991452064
524	0.1989150693
525	0.198763856
526	0.1985291655
527	0.1983300638
528	0.1980017958
529	0.1977691684
530	0.197608966
531	0.1974032446
532	0.1971568668
533	0.196847191
534	0.1966266984
535	0.1962672205
536	0.1960669531
537	0.1958232007
538	0.1956322778
539	0.1954792407
540	0.1952304623
541	0.1949353247
542	0.1945865448
543	0.1942917321
544	0.1939578769
545	0.1937664339
546	0.1935546206
547	0.1932783371
548	0.193061427
549	0.1926829425
550	0.1924509002
551	0.1922045774
552	0.1918998856
553	0.1915574176
554	0.191199592
555	0.1910478617
556	0.1909374825
557	0.1907120816
558	0.1903949881
559	0.1901479719
560	0.1899386604
561	0.1895774993
562	0.1893638072
563	0.1890253986
564	0.1888553974
565	0.1885188673
566	0.1882246919
567	0.1880642963
568	0.1878737614
569	0.1876431153
570	0.1873723049
571	0.1870038195
572	0.1867698628
573	0.1864262228
574	0.1862636284
575	0.1861179462
576	0.1858154995
577	0.1856072326
578	0.1853886036
579	0.185179718
580	0.1849306271
581	0.1846342488
582	0.1844052122
583	0.1842181228
584	0.1841010598
585	0.1838026406
586	0.1836403576
587	0.1834864
588	0.1832934736
589	0.1829929586
590	0.1828063065
591	0.1826490777
592	0.1824904702
593	0.1822260514
594	0.1821095666
595	0.1818574114
596	0.1817385165
597	0.1814469526
598	0.1812057643
599	0.1810544006
600	0.1808737503
601	0.1806910654
602	0.1804979094
603	0.18023493
604	0.1799520188
605	0.1797466853
606	0.1796372259
607	0.17942101
608	0.179225553
609	0.1790262128
610	0.1788158847
611	0.1785821502
612	0.1784720363
613	0.1782812462
614	0.1781660923
615	0.1778229878
616	0.1776264507
617	0.1774819185
618	0.1772555099
619	0.177008844
620	0.1766758188
621	0.1764783539
622	0.1762714358
623	0.1760476985
624	0.1758621774
625	0.1756802916
626	0.1754864056
627	0.1752158724
628	0.1749900719
629	0.1748001738
630	0.1745238446
631	0.1743780705
632	0.1742170106
633	0.1740081465
634	0.1736032795
635	0.1734453277
636	0.1732664204
637	0.1730557966
638	0.1728600789
639	0.1725435657
640	0.1723585865
641	0.172220815
642	0.1719640973
643	0.1717861534
644	0.1714980215
645	0.1714626629
646	0.1711011595
647	0.1709547797
648	0.1706640771
649	0.1702935592
650	0.1701442155
651	0.1699215654
652	0.1697813225
653	0.1695201285
654	0.1692985501
655	0.1689822467
656	0.1688409346
657	0.1686356665
658	0.1682856797
659	0.1681303387
660	0.1679792999
661	0.1677464511
662	0.1675798677
663	0.1673362593
664	0.1671146814
665	0.1668840028
666	0.1667218167
667	0.1666209052
668	0.1665208127
669	0.166271485
670	0.1661589245
671	0.1659745921
672	0.1657318179
673	0.165550824
674	0.1654167457
675	0.1651994686
676	0.1650281922
677	0.1648666692
678	0.1647315114
679	0.1645711389
680	0.1643593382
681	0.1641817158
682	0.1640418198
683	0.163841308
684	0.1635757406
685	0.1633326348
686	0.1631711811
687	0.162880588
688	0.1627592647
689	0.1625267553
690	0.1623557017
691	0.1621417313
692	0.1618864467
693	0.1616311464
694	0.1614605815
695	0.1613223327
696	0.1611452427
697	0.1610190873
698	0.1608639929
699	0.1606088234
700	0.1604914054
701	0.160281714
702	0.1600583719
703	0.1598348276
704	0.1596869726
705	0.1594967314
706	0.1592283707
707	0.1590756148
708	0.1588618933
709	0.1586226565
710	0.1584384633
711	0.158210133
712	0.1580638772
713	0.1578883021
714	0.1577271681
715	0.1574742213
716	0.1572998628
717	0.157156837
718	0.1570089334
719	0.1568730441
720	0.1566203154
721	0.1564441174
722	0.1562546925
723	0.1560064873
724	0.1558412035
725	0.1555473669
726	0.1553413101
727	0.1551918615
728	0.1549744322
729	0.1548777474
730	0.1547414841
731	0.154552997
732	0.1544164646
733	0.1542627437
734	0.1541040404
735	0.1538338592
736	0.1537333131
737	0.1535852321
738	0.1534515564
739	0.1532945456
740	0.153079062
741	0.1529226632
742	0.1528557881
743	0.1526782886
744	0.1525598072
745	0.1524005674
746	0.1520715005
747	0.1518373294
748	0.1515004369
749	0.1513351525
750	0.1511999558
751	0.1510037181
752	0.1509069018
753	0.1507625954
754	0.1505959887
755	0.1503792033
756	0.1501981819
757	0.1500361538
758	0.149786131
759	0.1496265335
760	0.1494632355
761	0.1492203437
762	0.1490626898
763	0.1488999706
764	0.148730842
765	0.1486040571
766	0.1483713414
767	0.1480884533
768	0.1477910172
769	0.1476286106
770	0.147450551
771	0.1473061268
772	0.1471202155
773	0.1469396628
774	0.1467592222
775	0.1466001585
776	0.1464369671
777	0.1462698491
778	0.1461554482
779	0.1459783851
780	0.1458253971
781	0.145556445
782	0.1453021385
783	0.145131043
784	0.1449663937
785	0.1448883472
786	0.1446929524
787	0.1444660192
788	0.1442993653
789	0.144116731
790	0.1439118897
791	0.1436896511
792	0.1435076587
793	0.143427999
794	0.14325108
795	0.1430156546
796	0.1428608744
797	0.1427284704
798	0.1425183713
799	0.1422821587
800	0.1421936509
801	0.1419664144
802	0.1418470404
803	0.1415934661
804	0.1414314828
805	0.1413459322
806	0.1411465291
807	0.1410469631
808	0.1409481604
809	0.1408262007
810	0.1407475664
811	0.1406127091
812	0.1404676471
813	0.1403337296
814	0.1401342694
815	0.1398720883
816	0.1397253083
817	0.1395277593
818	0.1393592106
819	0.1391752748
820	0.139017244
821	0.1388478774
822	0.1386552556
823	0.1385245444
824	0.1383579514
825	0.1381730825
826	0.1379426822
827	0.1376783459
828	0.1374665167
829	0.1373091829
830	0.137179716
831	0.1370523628
832	0.1369223019
833	0.1367783034
834	0.1365378109
835	0.1364089823
836	0.1362252872
837	0.1360261698
838	0.1359084642
839	0.1357223278
840	0.1356006618
841	0.135456401
842	0.1353410344
843	0.1351812101
844	0.1350719645
845	0.1349251449
846	0.1347483559
847	0.1344950599
848	0.1344020683
849	0.134169616
850	0.1339588229
851	0.1336620619
852	0.1335506158
853	0.1333899628
854	0.1331616287
855	0.1329395649
856	0.1328350919
857	0.1326955981
858	0.132603067
859	0.1324703881
860	0.1323064776
861	0.1321493667
862	0.1320199684
863	0.1318673007
864	0.1317306295
865	0.1315928571
866	0.1314645034
867	0.1312827043
868	0.1311875602
869	0.1311120468
870	0.1309499606
871	0.1308472137
872	0.1306954337
873	0.1305596815
874	0.1304091602
875	0.130225517
876	0.1300539867
877	0.1299341196
878	0.1297520343
879	0.1296435008
880	0.1294092483
881	0.1292074492
882	0.1290880048
883	0.1289645107
884	0.128819663
885	0.128680562
886	0.1285816419
887	0.1284354383
888	0.1283091002
889	0.1281614238
890	0.1279016955
891	0.1277266682
892	0.1276019636
893	0.1275150486
894	0.1273730139
895	0.1271315312
896	0.1270341987
897	0.1268781432
898	0.1266259149
899	0.1264533138
900	0.1263548079
901	0.1262165021
902	0.1260272773
903	0.1258606859
904	0.1255754848
905	0.1254674929
906	0.1253532457
907	0.1251742092
908	0.1249620024
909	0.1248184838
910	0.1245924228
911	0.1244413681
912	0.1242992622
913	0.1241121081
914	0.1239969793
915	0.1238340062
916	0.1237514032
917	0.1236052894
918	0.1234636062
919	0.1232210275
920	0.1230148492
921	0.1229050875
922	0.1227382873
923	0.1225350825
924	0.1223007058
925	0.1221708147
926	0.122030131
927	0.1218811187
928	0.1217157396
929	0.1216033449
930	0.1214868655
931	0.1213723346
932	0.1211753383
933	0.1210676567
934	0.1208880092
935	0.120668661
936	0.120489498
937	0.1204145618
938	0.1203011452
939	0.1201175829
940	0.1199874773
941	0.1197788716
942	0.1196280214
943	0.119481648
944	0.119359614
945	0.119221304
946	0.1190867235
947	0.118957965
948	0.1187775951
949	0.1186025011
950	0.1184526985
951	0.1184043576
952	0.1182852795
953	0.118096706
954	0.1179667529
955	0.1177913092
956	0.1176399618
957	0.1174451552
958	0.117346202
959	0.1171092926
960	0.1169831658
961	0.1168430825
962	0.1167413085
963	0.1166124688
964	0.1165313992
965	0.1164503373
966	0.116318941
967	0.1162174147
968	0.1160250568
969	0.1158481532
970	0.1157129577
971	0.1155910591
972	0.1154273685
973	0.1152879499
974	0.115180147
975	0.1151220761
976	0.1149971314
977	0.1148319432
978	0.1147243609
979	0.1145351229
980	0.1143685722
981	0.1142164403
982	0.1140374377
983	0.1138951534
984	0.1137361114
985	0.1135170565
986	0.1133572702
987	0.1132137866
988	0.1130652403
989	0.1128620838
990	0.1127447804
991	0.1126376041
992	0.112544512
993	0.1123803129
994	0.1122579511
995	0.1121550803
996	0.1119774861
997	0.1118642238
998	0.1116906281
999	0.1115313522
