iter	Passed	Remaining
428	163621	217781
429	164061	217476
430	164412	217055
431	164803	216685
432	165209	216336
433	165622	215996
434	166020	215635
435	166417	215273
436	166801	214895
437	167198	214532
438	167590	214164
439	167983	213797
440	168394	213451
441	168764	213055
442	169146	212674
443	169503	212261
444	169860	211849
445	170220	211439
446	170597	211052
447	170996	210692
448	171348	210273
449	171738	209902
450	172153	209562
451	172594	209252
452	173025	208929
453	173430	208574
454	173867	208259
455	174318	207959
456	174719	207598
457	175178	207306
458	175575	206941
459	175972	206576
460	176365	206206
461	176773	205853
462	177176	205494
463	177629	205193
464	178026	204825
465	178420	204455
466	178812	204083
467	179195	203700
468	179697	203453
469	180065	203052
470	180402	202617
471	180738	202182
472	181202	201889
473	181551	201468
474	181902	201050
475	182262	200641
476	182687	200305
477	183084	199936
478	183515	199607
479	183946	199274
480	184392	198959
481	184812	198615
482	185268	198310
483	185699	197977
484	186230	197749
485	186702	197458
486	187157	197149
487	187656	196886
488	188178	196644
489	188575	196272
490	189014	195944
491	189529	195693
492	189998	195394
493	190487	195114
494	191021	194880
495	191557	194647
496	192026	194344
497	192613	194161
498	193161	193936
499	193610	193610
500	193984	193210
501	194370	192821
502	194785	192462
503	195211	192113
504	195559	191687
505	195978	191330
506	196538	191111
507	196938	190735
508	197387	190407
509	197787	190031
510	198188	189655
511	198576	189268
512	198969	188885
513	199386	188525
514	199854	188212
515	200327	187904
516	200649	187454
517	200975	187008
518	201292	186554
519	201622	186112
520	201945	185665
521	202269	185220
522	202615	184794
523	203061	184460
524	203467	184089
525	203857	183704
526	204246	183317
527	204651	182945
528	205041	182560
529	205441	182184
530	205832	181799
531	206221	181413
532	206616	181031
533	207014	180653
534	207408	180271
535	207816	179900
536	208217	179524
537	208619	179148
538	209017	178770
539	209411	178387
540	209794	177995
541	210185	177610
542	210554	177207
543	210874	176762
544	211187	176312
545	211513	175874
546	211840	175436
547	212158	174992
548	212481	174552
549	212826	174131
550	213306	173819
551	213696	173434
552	214082	173047
553	214467	172657
554	214858	172274
555	215244	171885
556	215638	171504
557	216035	171125
558	216417	170733
559	216817	170356
560	217209	169973
561	217602	169590
562	217990	169203
563	218380	168819
564	218773	168436
565	219158	168047
566	219540	167656
567	219946	167283
568	220411	166954
569	220806	166573
570	221201	166191
571	221588	165803
572	221959	165404
573	222290	164974
574	222602	164532
575	222928	164100
576	223284	163690
577	223608	163257
578	223931	162823
579	224277	162407
580	224663	162020
581	225056	161638
582	225435	161246
583	225818	160857
584	226219	160480
585	226604	160092
586	227033	159735
587	227424	159351
588	227818	158969
589	228203	158582
590	228591	158196
591	228940	157783
592	229263	157352
593	229588	156924
594	229902	156488
595	230221	156056
596	230546	155628
597	230866	155197
598	231233	154798
599	231616	154410
600	232070	154070
601	232470	153693
602	232873	153318
603	233427	153041
604	233805	152649
605	234197	152267
606	234593	151886
607	234985	151503
608	235412	151143
609	235862	150797
610	236295	150440
611	236714	150073
612	237132	149707
613	237566	149349
614	238019	149004
615	238463	148652
616	238882	148285
617	239307	147921
618	239748	147567
619	240141	147183
620	240486	146770
621	240808	146343
622	241133	145918
623	241469	145500
624	241791	145074
625	242120	144653
626	242462	144240
627	242849	143853
628	243262	143482
629	243702	143126
630	244152	142777
631	244844	142567
632	245237	142183
633	245631	141799
634	246057	141434
635	246491	141073
636	247077	140799
637	247527	140446
638	247914	140058
639	248333	139687
640	248720	139298
641	249112	138913
642	249463	138504
643	249780	138077
644	250124	137665
645	250495	137268
646	250817	136844
647	251147	136425
648	251471	136004
649	251832	135602
650	252237	135224
651	252645	134847
652	253044	134466
653	253434	134080
654	253827	133695
655	254222	133311
656	254728	132985
657	255126	132603
658	255527	132222
659	255920	131837
660	256306	131449
661	256622	131024
662	256944	130603
663	257260	130179
664	257595	129765
665	257912	129343
666	258232	128922
667	258570	128510
668	258960	128125
669	259356	127742
670	259761	127364
671	260174	126989
672	260576	126610
673	260978	126230
674	261387	125853
675	261845	125500
676	262256	125123
677	262732	124778
678	263150	124405
679	263584	124039
680	264016	123672
681	264687	123417
682	265190	123082
683	265604	122706
684	266105	122369
685	266684	122068
686	267141	121710
687	267585	121346
688	268053	120993
689	268491	120626
690	268915	120253
691	269375	119895
692	269821	119531
693	270255	119161
694	270741	118814
695	271278	118489
696	271831	118170
697	272364	117842
698	272875	117504
699	273290	117124
700	273755	116766
701	274208	116401
702	274725	116064
703	275153	115689
704	275631	115335
705	276218	115025
706	276755	114695
707	277204	114327
708	277669	113965
709	278087	113585
710	278473	113190
711	278830	112785
712	279196	112383
713	279639	112012
714	280115	111654
715	280604	111301
716	281148	110969
717	281545	110579
718	281937	110186
719	282333	109796
720	282750	109413
721	283185	109038
722	283835	108744
723	284386	108412
724	284909	108069
725	285445	107730
726	285853	107342
727	286254	106952
728	286662	106564
729	287044	106167
730	287438	105774
731	287792	105366
732	288151	104961
733	288533	104564
734	288917	104167
735	289332	103782
736	289741	103394
737	290159	103010
738	290571	102623
739	290980	102236
740	291365	101840
741	291783	101455
742	292202	101071
743	292584	100674
744	292973	100279
745	293343	99878
746	293748	99489
747	294118	99087
748	294445	98672
749	294812	98270
750	295133	97853
751	295523	97459
752	295937	97073
753	296325	96679
754	296826	96321
755	297235	95933
756	297680	95556
757	298081	95165
758	298486	94776
759	298882	94384
760	299273	93990
761	299676	93599
762	300075	93208
763	300478	92817
764	300906	92435
765	301367	92062
766	301827	91689
767	302253	91305
768	302666	90918
769	303087	90532
770	303595	90172
771	304096	89810
772	304543	89432
773	304985	89052
774	305700	88751
775	306200	88387
776	306597	87993
777	307013	87605
778	307340	87191
779	307662	86776
780	307987	86362
781	308374	85966
782	308730	85561
783	309064	85150
784	309457	84755
785	309849	84361
786	310253	83969
787	310638	83572
788	311022	83175
789	311421	82782
790	311844	82396
791	312282	82013
792	312702	81626
793	313089	81229
794	313475	80833
795	313864	80437
796	314271	80046
797	314669	79653
798	314995	79241
799	315354	78838
800	315685	78428
801	316044	78025
802	316374	77616
803	316697	77204
804	317101	76813
805	317517	76424
806	317921	76033
807	318309	75637
808	318713	75246
809	319109	74852
810	319502	74458
811	319895	74064
812	320292	73671
813	320682	73276
814	321076	72882
815	321516	72498
816	321909	72104
817	322453	71743
818	322916	71364
819	323329	70974
820	323761	70588
821	324163	70196
822	324595	69809
823	324999	69417
824	325409	69026
825	325804	68631
826	326195	68236
827	326635	67851
828	327076	67466
829	327662	67111
830	328130	66731
831	328490	66329
832	328824	65922
833	329145	65513
834	329464	65103
835	329857	64708
836	330248	64313
837	330644	63919
838	331042	63525
839	331436	63130
840	331823	62734
841	332221	62340
842	332607	61944
843	332989	61547
844	333382	61152
845	333783	60759
846	334254	60378
847	334701	59993
848	335094	59598
849	335493	59204
850	335891	58810
851	336291	58416
852	336703	58025
853	337091	57629
854	337490	57235
855	337952	56851
856	338345	56456
857	338745	56062
858	339128	55666
859	339549	55275
860	339943	54880
861	340362	54489
862	340776	54097
863	341169	53702
864	341560	53307
865	341953	52911
866	342357	52518
867	342745	52122
868	343186	51734
869	343516	51330
870	343839	50924
871	344199	50524
872	344537	50121
873	344866	49717
874	345201	49314
875	345645	48926
876	346050	48533
877	346543	48152
878	346944	47759
879	347352	47366
880	347750	46971
881	348193	46583
882	348632	46194
883	349030	45800
884	349465	45410
885	349879	45018
886	350317	44629
887	350729	44236
888	351118	43840
889	351552	43450
890	351944	43054
891	352333	42659
892	352718	42263
893	353115	41868
894	353485	41470
895	353805	41066
896	354124	40663
897	354452	40260
898	354777	39858
899	355107	39456
900	355424	39053
901	355762	38652
902	356143	38256
903	356528	37861
904	356908	37465
905	357293	37070
906	357680	36675
907	358125	36285
908	358553	35894
909	358936	35499
910	359331	35104
911	359723	34710
912	360122	34316
913	360501	33920
914	360886	33524
915	361278	33130
916	361662	32734
917	362055	32340
918	362431	31944
919	362816	31549
920	363199	31153
921	363594	30759
922	363906	30358
923	364230	29958
924	364551	29558
925	364880	29158
926	365193	28758
927	365505	28358
928	365826	27958
929	366202	27563
930	366607	27170
931	367043	26779
932	367478	26389
933	367886	25996
934	368363	25608
935	368801	25217
936	369221	24824
937	369627	24431
938	370029	24038
939	370454	23646
940	370879	23253
941	371338	22863
942	372021	22486
943	372495	22097
944	372973	21707
945	373360	21312
946	373748	20917
947	374130	20521
948	374522	20127
949	374904	19731
950	375284	19336
951	375680	18941
952	376073	18547
953	376462	18152
954	376837	17756
955	377216	17361
956	377611	16966
957	377989	16571
958	378364	16176
959	378797	15783
960	379193	15388
961	379572	14993
962	379894	14596
963	380206	14198
964	380525	13801
965	380848	13404
966	381167	13007
967	381482	12610
968	381802	12214
969	382191	11820
970	382581	11426
971	382972	11032
972	383361	10637
973	383745	10243
974	384141	9849
975	384528	9455
976	384907	9061
977	385288	8667
978	385671	8272
979	386053	7878
980	386441	7484
981	386820	7090
982	387200	6696
983	387576	6302
984	387955	5907
985	388338	5513
986	388822	5121
987	389215	4727
988	389614	4333
989	389965	3939
990	390284	3544
991	390599	3149
992	390914	2755
993	391233	2361
994	391558	1967
995	391881	1573
996	392235	1180
997	392620	786
998	393015	393
999	393398	0
